标签类型,一级标签值
电商点击、加购、购买行为,数码相机/单反相机/摄像机
电商点击、加购、购买行为,数字生活
电商点击、加购、购买行为,数字阅读
电商点击、加购、购买行为,水产肉类/新鲜蔬果/熟食
电商点击、加购、购买行为,腾讯QQ专区
电商点击、加购、购买行为,童鞋/婴儿鞋/亲子鞋
电商点击、加购、购买行为,童装/婴儿装/亲子装
电商点击、加购、购买行为,玩具/童车/益智/积木/模型
电商点击、加购、购买行为,网店/网络服务/软件
电商点击、加购、购买行为,网络店铺代金/优惠券
电商点击、加购、购买行为,网络设备/网络相关
电商点击、加购、购买行为,网络游戏点卡
电商点击、加购、购买行为,文具电教/文化用品/商务用品
电商点击、加购、购买行为,五金/工具
电商点击、加购、购买行为,洗护清洁剂/卫生巾/纸/香薰
电商点击、加购、购买行为,线下消费卡
电商点击、加购、购买行为,箱包皮具/热销女包/男包
电商点击、加购、购买行为,橡塑材料及制品
电商点击、加购、购买行为,医疗及健康服务
电商点击、加购、购买行为,医疗器械
电商点击、加购、购买行为,艺术品及周边
电商点击、加购、购买行为,音乐/影视/明星/音像
电商点击、加购、购买行为,隐形眼镜/护理液
电商点击、加购、购买行为,婴童尿裤
电商点击、加购、购买行为,婴童用品
电商点击、加购、购买行为,影音电器
电商点击、加购、购买行为,游戏服务
电商点击、加购、购买行为,孕妇装/孕产妇用品/营养
电商点击、加购、购买行为,运动/瑜伽/健身/球迷用品
电商点击、加购、购买行为,运动包/户外包/配件
电商点击、加购、购买行为,运动服/休闲服装
电商点击、加购、购买行为,运动鞋
电商点击、加购、购买行为,整车(经销商)
电商点击、加购、购买行为,智能设备
电商点击、加购、购买行为,众筹
电商点击、加购、购买行为,住宅家具
电商点击、加购、购买行为,装修设计/施工/监理
电商点击、加购、购买行为,自行车/骑行装备/零配件
电商点击、加购、购买行为,自用闲置转让
电商点击、加购、购买行为,手工艺/非遗技艺
电商点击、加购、购买行为,陶瓷/紫砂/建盏/茶周边
电商点击、加购、购买行为,文玩/木作/书画/钱币
电商点击、加购、购买行为,文物商店/拍卖行
电商点击、加购、购买行为,珠宝/文玩/收藏品（定制专用）
电商点击、加购、购买行为,翡翠/和田玉/琥珀蜜蜡/其他玉石
电商点击、加购、购买行为,男装
电商点击、加购、购买行为,成人教育
电商点击、加购、购买行为,儿童教育
电商点击、加购、购买行为,黄金/彩宝/钻石/珍珠
电商点击、加购、购买行为,生活服务
电商点击、加购、购买行为,美容美业
电商点击、加购、购买行为,保健品及医药O2O（仅限邀约）
电商点击、加购、购买行为,票务O2O
电商点击、加购、购买行为,全新奢侈品
电商点击、加购、购买行为,活动组局
电商点击、加购、购买行为,文化传媒
电商点击、加购、购买行为,社交通讯
电商点击、加购、购买行为,软件工具
电商点击、加购、购买行为,IT互联网
电商点击、加购、购买行为,深度合成
电商点击、加购、购买行为,游戏
电商点击、加购、购买行为,医疗服务
电商点击、加购、购买行为,政务民生
电商点击、加购、购买行为,物流服务
地域分布,北京
地域分布,天津
地域分布,河北
地域分布,山西
地域分布,内蒙古
地域分布,辽宁
地域分布,吉林
地域分布,黑龙江
地域分布,上海
地域分布,江苏
地域分布,浙江
地域分布,安徽
地域分布,福建
地域分布,江西
地域分布,山东
地域分布,河南
地域分布,湖北
地域分布,湖南
地域分布,广东
地域分布,广西
地域分布,海南
地域分布,重庆
地域分布,四川
地域分布,贵州
地域分布,云南
地域分布,西藏
地域分布,陕西
地域分布,甘肃
地域分布,青海
地域分布,宁夏
地域分布,新疆
地域分布,台湾
地域分布,香港
地域分布,澳门
城市,北京
城市,天津
城市,石家庄
城市,唐山
城市,秦皇岛
城市,邯郸
城市,邢台
城市,保定
城市,张家口
城市,承德
城市,沧州
城市,廊坊
城市,衡水
城市,太原
城市,大同
城市,阳泉
城市,长治
城市,晋城
城市,朔州
城市,晋中
城市,运城
城市,忻州
城市,临汾
城市,吕梁
城市,呼和浩特
城市,包头
城市,乌海
城市,赤峰
城市,通辽
城市,鄂尔多斯
城市,呼伦贝尔
城市,巴彦淖尔
城市,乌兰察布
城市,兴安
城市,锡林郭勒
城市,阿拉善
城市,沈阳
城市,大连
城市,鞍山
城市,抚顺
城市,本溪
城市,丹东
城市,锦州
城市,营口
城市,阜新
城市,辽阳
城市,盘锦
城市,铁岭
城市,朝阳
城市,葫芦岛
城市,长春
城市,吉林
城市,四平
城市,辽源
城市,通化
城市,白山
城市,松原
城市,白城
城市,延边
城市,哈尔滨
城市,齐齐哈尔
城市,鸡西
城市,鹤岗
城市,双鸭山
城市,大庆
城市,伊春
城市,佳木斯
城市,七台河
城市,牡丹江
城市,黑河
城市,绥化
城市,大兴安岭
城市,上海
城市,南京
城市,无锡
城市,徐州
城市,常州
城市,苏州
城市,南通
城市,连云港
城市,淮安
城市,盐城
城市,扬州
城市,镇江
城市,泰州
城市,宿迁
城市,杭州
城市,宁波
城市,温州
城市,嘉兴
城市,湖州
城市,绍兴
城市,金华
城市,衢州
城市,舟山
城市,台州
城市,丽水
城市,合肥
城市,芜湖
城市,蚌埠
城市,淮南
城市,马鞍山
城市,淮北
城市,铜陵
城市,安庆
城市,黄山
城市,滁州
城市,阜阳
城市,宿州
城市,六安
城市,亳州
城市,池州
城市,宣城
城市,福州
城市,厦门
城市,莆田
城市,三明
城市,泉州
城市,漳州
城市,南平
城市,龙岩
城市,宁德
城市,南昌
城市,景德镇
城市,萍乡
城市,九江
城市,新余
城市,鹰潭
城市,赣州
城市,吉安
城市,宜春
城市,抚州
城市,上饶
城市,济南
城市,青岛
城市,淄博
城市,枣庄
城市,东营
城市,烟台
城市,潍坊
城市,济宁
城市,泰安
城市,威海
城市,日照
城市,莱芜
城市,临沂
城市,德州
城市,聊城
城市,滨州
城市,菏泽
城市,郑州
城市,开封
城市,洛阳
城市,平顶山
城市,安阳
城市,鹤壁
城市,新乡
城市,焦作
城市,濮阳
城市,许昌
城市,漯河
城市,三门峡
城市,南阳
城市,商丘
城市,信阳
城市,周口
城市,驻马店
城市,济源
城市,武汉
城市,黄石
城市,十堰
城市,宜昌
城市,襄阳
城市,鄂州
城市,荆门
城市,孝感
城市,荆州
城市,黄冈
城市,咸宁
城市,随州
城市,恩施
城市,仙桃
城市,潜江
城市,天门
城市,神农架
城市,长沙
城市,株洲
城市,湘潭
城市,衡阳
城市,邵阳
城市,岳阳
城市,常德
城市,张家界
城市,益阳
城市,郴州
城市,永州
城市,怀化
城市,娄底
城市,湘西
城市,广州
城市,韶关
城市,深圳
城市,珠海
城市,汕头
城市,佛山
城市,江门
城市,湛江
城市,茂名
城市,肇庆
城市,惠州
城市,梅州
城市,汕尾
城市,河源
城市,阳江
城市,清远
城市,东莞
城市,中山
城市,潮州
城市,揭阳
城市,云浮
城市,南宁
城市,柳州
城市,桂林
城市,梧州
城市,北海
城市,防城港
城市,钦州
城市,贵港
城市,玉林
城市,百色
城市,贺州
城市,河池
城市,来宾
城市,崇左
城市,海口
城市,三亚
城市,三沙
城市,儋州
城市,五指山
城市,琼海
城市,文昌
城市,万宁
城市,东方
城市,定安
城市,屯昌
城市,澄迈
城市,临高
城市,白沙
城市,昌江
城市,乐东
城市,陵水
城市,保亭
城市,琼中
城市,重庆
城市,成都
城市,自贡
城市,攀枝花
城市,泸州
城市,德阳
城市,绵阳
城市,广元
城市,遂宁
城市,内江
城市,乐山
城市,南充
城市,眉山
城市,宜宾
城市,广安
城市,达州
城市,雅安
城市,巴中
城市,资阳
城市,阿坝
城市,甘孜
城市,凉山
城市,贵阳
城市,六盘水
城市,遵义
城市,安顺
城市,毕节
城市,铜仁
城市,黔西南
城市,黔东南
城市,黔南
城市,昆明
城市,曲靖
城市,玉溪
城市,保山
城市,昭通
城市,丽江
城市,普洱
城市,临沧
城市,楚雄
城市,红河
城市,文山
城市,西双版纳
城市,大理
城市,德宏
城市,怒江
城市,迪庆
城市,拉萨
城市,日喀则
城市,昌都
城市,林芝
城市,山南
城市,那曲
城市,阿里
城市,西安
城市,铜川
城市,宝鸡
城市,咸阳
城市,渭南
城市,延安
城市,汉中
城市,榆林
城市,安康
城市,商洛
城市,兰州
城市,嘉峪关
城市,金昌
城市,白银
城市,天水
城市,武威
城市,张掖
城市,平凉
城市,酒泉
城市,庆阳
城市,定西
城市,陇南
城市,临夏
城市,甘南
城市,西宁
城市,海东
城市,海北
城市,黄南
城市,海南
城市,果洛
城市,玉树
城市,海西
城市,银川
城市,石嘴山
城市,吴忠
城市,固原
城市,中卫
城市,乌鲁木齐
城市,克拉玛依
城市,吐鲁番
城市,哈密
城市,昌吉
城市,博尔塔拉
城市,巴音郭楞
城市,阿克苏
城市,克孜勒苏
城市,喀什
城市,和田
城市,伊犁
城市,塔城
城市,阿勒泰
城市,石河子
城市,阿拉尔
城市,图木舒克
城市,五家渠
城市,北屯
城市,铁门关
城市,双河
城市,可克达拉
城市,台湾
城市,香港
城市,澳门
八大消费人群,小镇青年
八大消费人群,都市GenZ
八大消费人群,都市白领
八大消费人群,精致妈妈
八大消费人群,资深中产
八大消费人群,都市蓝领
八大消费人群,都市银发
八大消费人群,小镇中老年
二十大生活方式人群,家生活
二十大生活方式人群,美力加成
二十大生活方式人群,美力加成
二十大生活方式人群,美力加成
二十大生活方式人群,美力加成
二十大生活方式人群,美力加成
二十大生活方式人群,美力加成
二十大生活方式人群,时尚态度
二十大生活方式人群,时尚态度
二十大生活方式人群,时尚态度
二十大生活方式人群,时尚态度
二十大生活方式人群,时尚态度
二十大生活方式人群,时尚态度
二十大生活方式人群,时尚态度
二十大生活方式人群,时尚态度
二十大生活方式人群,自在户外
